MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability,Total_Risk,Infrastructure_Risk,Natural_Risk,Human_Risk,Water_Risk
1,6,6,4,5,4,7,5,2,4,5,5,3,2,3,4,1,8,8,5,0.44,88,12,6,13,16
3,5,5,2,2,8,4,4,7,3,8,2,9,5,2,4,3,1,7,2,0.43,86,11,10,7,11
6,5,4,5,6,5,5,5,3,3,5,2,4,3,5,2,4,6,5,10,0.465,93,7,14,14,11
2,3,4,3,4,6,8,3,1,7,9,4,1,5,7,3,3,3,4,6,0.43,86,7,14,14,11
5,3,2,7,4,6,2,0,6,3,5,9,5,2,3,4,5,2,4,5,0.41,82,8,10,14,11
5,6,8,6,6,6,7,9,3,4,5,4,5,4,1,8,5,2,4,4,0.51,102,12,10,16,21
6,2,3,7,7,6,5,3,5,8,3,6,1,5,3,6,5,4,5,4,0.47,94,11,14,22,12
3,6,4,2,7,6,4,5,7,5,6,3,5,5,4,3,4,6,5,7,0.485,97,8,12,14,12
5,3,7,4,5,9,7,6,4,7,5,3,7,6,3,3,5,6,5,3,0.515,103,8,14,16,16
6,7,5,5,4,3,4,5,4,4,6,4,4,3,7,6,0,2,10,5,0.47,94,16,16,13,14
4,5,4,5,4,4,4,1,6,5,9,5,3,6,7,9,3,6,3,3,0.48,96,12,17,14,10
5,4,2,4,3,5,4,6,5,5,6,4,5,3,6,7,3,6,4,5,0.46,92,11,14,12,12
7,8,4,6,6,6,7,4,5,1,3,6,2,12,4,9,3,5,9,5,0.56,112,18,23,13,14
5,5,5,2,3,5,11,3,6,3,6,4,1,3,4,6,6,2,8,8,0.48,96,14,12,8,12
5,5,4,11,7,2,9,2,8,7,4,5,9,5,8,7,3,3,6,4,0.57,114,13,18,25,11
1,6,3,7,3,6,4,3,2,4,3,2,4,3,6,6,3,6,7,2,0.405,81,13,10,14,8
3,5,5,7,11,4,5,8,4,6,6,3,4,6,8,7,10,5,6,4,0.585,117,13,17,24,16
10,7,1,5,3,5,2,3,3,0,4,2,3,10,6,2,2,4,1,8,0.405,81,3,26,8,6
3,4,12,4,3,5,1,4,3,6,5,3,4,5,6,4,3,7,5,8,0.475,95,9,14,13,19
6,7,9,4,6,6,3,4,6,5,4,3,2,6,7,6,3,4,0,7,0.49,98,6,19,15,16
5,7,5,7,5,4,4,3,5,8,4,8,2,7,6,2,4,5,5,4,0.5,100,7,18,20,16
5,4,2,5,6,3,5,5,4,6,3,4,4,10,6,6,8,6,2,3,0.485,97,8,21,17,11
4,6,5,4,2,4,8,6,5,5,8,5,7,7,2,5,9,4,8,2,0.53,106,13,13,11,16
3,6,4,5,2,7,2,3,9,5,1,3,5,5,3,8,2,6,1,1,0.405,81,9,11,12,10
2,4,4,8,4,10,6,2,3,4,1,6,10,12,5,9,8,8,7,9,0.61,122,16,19,16,12
3,7,4,2,3,6,4,6,6,5,4,3,5,5,7,7,5,5,4,7,0.49,98,11,15,10,13
4,8,10,4,5,6,4,4,1,2,3,4,7,3,5,9,3,2,4,3,0.455,91,13,12,11,18
5,5,5,3,8,7,3,4,8,10,5,5,6,4,1,2,10,4,4,5,0.52,104,6,10,21,14
3,4,7,5,4,4,8,7,6,7,1,3,3,8,4,5,5,4,4,2,0.47,94,9,15,16,17
2,4,4,2,4,9,8,3,1,4,4,7,9,5,6,4,5,10,8,4,0.515,103,12,13,10,14
7,3,2,1,6,4,7,6,12,3,5,2,4,2,3,5,5,8,2,5,0.46,92,7,12,10,10
4,2,3,2,8,2,4,4,2,6,3,4,2,5,4,5,3,6,7,4,0.4,80,12,13,16,11
5,7,6,6,5,4,3,5,2,4,5,7,1,3,4,1,6,11,5,6,0.48,96,6,12,15,18
10,6,5,2,5,7,2,3,6,6,5,8,5,6,2,3,2,6,6,4,0.495,99,9,18,13,16
10,6,8,5,2,6,7,4,5,5,4,4,6,6,4,7,8,6,10,3,0.58,116,17,20,12,16
6,2,4,3,6,3,6,3,6,4,5,9,7,5,9,2,7,6,5,1,0.495,99,7,20,13,16
4,7,3,7,6,3,4,9,5,9,7,6,4,4,7,2,3,6,2,8,0.53,106,4,15,22,18
4,4,4,6,6,4,7,6,5,6,2,5,1,2,6,7,3,4,9,6,0.485,97,16,12,18,15
4,7,3,5,3,5,5,3,7,4,5,9,4,5,6,4,7,4,2,5,0.485,97,6,15,12,15
5,6,3,4,4,6,7,8,5,7,2,3,7,5,5,5,5,5,4,9,0.525,105,9,15,15,14
2,6,0,4,4,4,6,5,4,3,5,7,5,3,5,6,6,3,4,5,0.435,87,10,10,11,12
5,9,2,8,7,7,4,3,9,7,2,3,5,7,1,7,3,10,3,8,0.55,110,10,13,22,8
2,3,6,6,1,4,7,2,6,7,3,6,4,4,10,4,4,7,4,4,0.47,94,8,16,14,14
4,4,3,2,5,6,4,8,9,6,6,5,7,10,6,2,3,2,7,8,0.535,107,9,20,13,16
2,3,2,1,5,6,2,5,4,7,7,1,3,5,5,4,7,4,3,8,0.42,84,7,12,13,8
3,3,4,4,6,7,5,3,5,3,5,5,3,5,5,6,3,7,6,7,0.475,95,12,13,13,12
7,5,6,7,7,6,7,5,5,8,3,7,5,5,6,4,5,4,6,7,0.575,115,10,18,22,18
3,7,6,9,3,6,6,5,3,7,4,3,7,3,3,7,8,3,6,4,0.515,103,13,9,19,14
3,4,2,2,4,7,2,7,9,5,6,5,4,8,7,11,7,3,3,14,0.565,113,14,18,11,14
4,6,1,4,5,7,5,5,6,3,3,7,6,8,5,6,5,6,1,10,0.515,103,7,17,12,13
6,5,5,7,7,3,5,5,2,8,3,4,5,10,4,2,8,3,3,8,0.515,103,5,20,22,14
11,5,4,2,8,5,10,4,3,7,4,5,5,4,4,3,6,5,9,8,0.56,112,12,19,17,13
6,2,6,8,5,7,11,3,2,4,3,4,3,1,5,6,10,2,6,5,0.495,99,12,12,17,13
5,2,3,3,5,5,1,7,4,4,5,3,6,1,3,6,5,4,6,1,0.395,79,12,9,12,13
11,2,6,2,2,3,3,4,5,2,9,7,9,6,8,7,3,11,3,5,0.54,108,10,25,6,17
3,4,9,2,5,3,2,5,9,6,4,8,3,6,5,8,7,0,6,6,0.505,101,14,14,13,22
4,4,1,7,4,9,2,2,7,5,5,2,7,6,4,4,7,7,3,0,0.45,90,7,14,16,5
9,7,6,8,8,3,1,5,4,5,6,8,5,1,3,7,7,3,6,2,0.52,104,13,13,21,19
2,5,5,3,9,7,3,5,3,3,5,6,6,4,2,6,3,4,1,6,0.44,88,7,8,15,16
4,6,7,7,5,4,6,7,4,7,5,6,7,6,4,3,2,3,5,8,0.53,106,8,14,19,20
2,3,6,2,8,2,2,7,9,1,6,7,4,4,10,7,4,7,7,8,0.53,106,14,16,11,20
7,2,7,4,6,10,5,2,7,4,6,6,4,8,2,6,5,2,12,5,0.55,110,18,17,14,15
5,6,5,4,3,7,5,2,3,4,2,8,3,1,11,5,4,3,1,7,0.445,89,6,17,11,15
3,3,3,6,8,0,7,3,8,3,8,6,3,5,8,5,7,2,6,10,0.52,104,11,16,17,12
6,3,9,8,8,2,5,4,5,3,11,4,4,4,4,2,6,7,5,4,0.52,104,7,14,19,17
7,2,1,2,4,4,7,2,4,7,5,2,7,8,5,5,5,5,4,1,0.435,87,9,20,13,5
3,5,2,8,9,6,6,4,8,7,8,7,10,5,2,5,5,1,8,3,0.56,112,13,10,24,13
4,10,4,4,7,10,4,5,2,2,5,6,6,6,6,4,4,6,0,6,0.505,101,4,16,13,15
5,5,4,4,3,4,6,5,3,3,13,4,8,10,4,2,10,4,6,5,0.54,108,8,19,10,13
3,1,1,3,4,6,9,4,5,2,6,3,4,4,1,3,4,5,2,1,0.355,71,5,8,9,8
1,6,3,6,4,5,8,2,9,6,3,8,2,5,9,6,4,4,4,2,0.485,97,10,15,16,13
5,6,6,4,4,1,3,5,5,4,3,5,4,6,2,6,2,6,2,3,0.41,82,8,13,12,16
8,2,3,4,5,5,7,5,5,7,4,3,8,4,7,6,8,4,4,3,0.51,102,10,19,16,11
2,2,2,1,5,9,7,5,9,8,3,6,5,4,2,3,10,8,3,5,0.495,99,6,8,14,13
5,2,1,4,9,4,8,9,5,4,4,2,7,2,4,5,0,7,4,5,0.455,91,9,11,17,12
3,7,7,9,6,5,4,5,5,4,2,5,4,7,6,1,8,7,4,1,0.5,100,5,16,19,17
4,4,5,7,6,5,2,8,7,3,6,4,1,2,4,10,5,2,4,8,0.485,97,14,10,16,17
8,6,6,8,2,3,5,2,6,2,3,4,3,4,8,5,8,2,5,1,0.455,91,10,20,12,12
4,7,8,4,4,6,10,6,9,10,2,6,3,6,6,2,2,4,4,6,0.545,109,6,16,18,20
4,3,1,3,2,8,7,3,3,5,6,4,3,6,7,4,7,2,8,2,0.44,88,12,17,10,8
8,8,8,12,8,3,2,6,2,8,2,4,5,7,6,5,6,7,2,4,0.565,113,7,21,28,18
4,7,7,2,12,7,3,2,4,6,4,7,7,3,4,4,9,3,5,3,0.515,103,9,11,20,16
6,5,7,2,0,7,2,11,7,5,5,4,7,3,13,3,6,6,3,5,0.535,107,6,22,7,22
6,9,2,4,3,1,6,8,4,4,3,5,6,5,2,6,3,5,11,8,0.505,101,17,13,11,15
7,8,3,2,6,4,9,3,6,5,4,4,5,5,4,4,3,9,6,8,0.525,105,10,16,13,10
3,10,5,3,6,8,8,11,4,5,6,4,3,5,3,12,3,6,6,3,0.57,114,18,11,14,20
6,3,9,2,8,5,6,6,3,5,7,4,2,3,7,10,4,5,5,7,0.535,107,15,16,15,19
2,7,7,5,6,6,4,4,5,6,3,7,5,3,6,8,4,11,3,3,0.525,105,11,11,17,18
7,2,3,6,5,8,3,3,5,7,7,9,7,9,4,8,3,5,4,8,0.565,113,12,20,18,15
7,6,4,6,6,4,5,5,3,7,3,7,4,4,3,4,6,5,3,6,0.49,98,7,14,19,16
6,1,4,2,9,4,4,7,8,5,3,7,4,6,8,8,3,3,5,4,0.505,101,13,20,16,18
7,13,5,7,2,0,6,6,8,3,5,7,7,6,3,6,4,3,4,8,0.55,110,10,16,12,18
8,8,6,9,6,8,8,7,8,5,3,3,2,4,9,5,8,7,7,6,0.635,127,12,21,20,16
4,6,2,6,3,3,5,3,6,4,5,4,5,3,7,8,13,7,5,2,0.505,101,13,14,13,9
5,9,4,4,6,5,6,3,2,3,7,4,8,4,3,9,5,3,5,6,0.505,101,14,12,13,11
2,9,6,4,4,3,5,5,4,5,3,3,7,7,5,2,4,3,4,4,0.445,89,6,14,13,14
4,6,2,4,6,7,5,4,4,5,6,1,5,5,4,7,4,4,8,3,0.47,94,15,13,15,7
2,5,1,5,4,4,4,5,5,6,5,2,5,5,7,1,5,4,3,6,0.42,84,4,14,15,8
4,9,6,2,2,6,7,3,8,6,5,8,4,4,2,3,4,4,3,8,0.49,98,6,10,10,17
6,3,5,8,6,5,3,4,5,2,4,1,5,3,8,2,3,4,5,4,0.43,86,7,17,16,10
4,7,5,0,4,8,6,6,5,3,3,4,4,2,7,5,4,3,5,5,0.45,90,10,13,7,15
4,5,4,6,6,8,0,5,4,5,8,6,5,4,4,5,6,5,5,2,0.485,97,10,12,17,15
9,6,9,2,9,6,7,5,8,11,7,5,3,6,5,3,4,6,7,6,0.62,124,10,20,22,19
9,7,6,5,8,4,4,5,6,3,2,3,5,4,10,2,3,3,5,5,0.495,99,7,23,16,14
9,6,4,4,6,2,9,6,8,1,5,4,3,5,8,6,3,5,8,1,0.515,103,14,22,11,14
7,3,4,4,2,2,5,2,0,9,6,2,4,5,7,4,5,0,3,3,0.385,77,7,19,15,8
2,7,3,8,6,3,9,3,8,6,6,4,4,6,6,6,6,5,5,6,0.545,109,11,14,20,10
11,3,5,5,5,2,7,4,3,7,5,2,7,3,4,3,9,10,8,6,0.545,109,11,18,17,11
4,5,5,1,5,4,6,8,8,7,4,5,3,5,7,5,4,3,4,4,0.485,97,9,16,13,18
4,5,6,2,6,5,3,10,3,6,5,6,7,7,6,5,6,5,1,6,0.52,104,6,17,14,22
5,4,5,2,3,3,8,11,7,3,3,3,4,3,6,5,3,6,5,4,0.465,93,10,14,8,19
1,7,5,2,2,4,6,3,4,5,3,10,6,6,4,11,4,2,6,4,0.475,95,17,11,9,18
3,3,10,3,1,5,3,6,7,7,4,6,8,6,2,3,4,3,5,4,0.465,93,8,11,11,22
4,5,6,6,2,2,6,4,4,7,7,5,3,3,4,2,4,5,5,2,0.43,86,7,11,15,15
2,8,8,3,3,7,5,2,10,5,10,3,5,4,2,3,5,7,3,8,0.515,103,6,8,11,13
5,4,5,2,4,6,4,8,9,3,8,9,12,4,5,5,6,6,5,5,0.575,115,10,14,9,22
5,7,5,0,6,6,4,5,4,5,9,4,7,6,4,3,7,4,3,5,0.495,99,6,15,11,14
4,7,7,3,4,6,6,5,6,1,4,3,3,4,6,3,3,9,3,7,0.47,94,6,14,8,15
5,4,7,4,7,4,4,8,7,4,4,2,5,6,4,5,5,3,4,5,0.485,97,9,15,15,17
3,6,5,4,2,6,5,6,7,6,5,8,4,3,4,5,2,4,2,2,0.445,89,7,10,12,19
3,5,7,5,2,6,5,1,3,7,3,4,6,8,0,4,4,8,6,4,0.455,91,10,11,14,12
8,5,9,5,10,6,4,3,2,5,7,7,9,6,5,5,8,4,5,8,0.605,121,10,19,20,19
9,2,2,6,5,7,6,6,4,7,4,3,6,5,5,3,3,1,6,10,0.5,100,9,19,18,11
6,4,6,2,6,4,6,4,4,0,7,5,7,4,4,6,7,5,7,4,0.49,98,13,14,8,15
2,3,6,3,3,8,4,9,5,2,6,4,3,6,2,3,2,6,5,9,0.455,91,8,10,8,19
6,3,8,5,10,2,5,2,4,7,5,6,7,5,5,8,2,4,4,4,0.51,102,12,16,22,16
8,4,8,9,3,6,4,2,7,7,6,5,2,4,8,7,3,3,7,8,0.555,111,14,20,19,15
9,4,6,4,7,6,6,9,9,5,1,7,7,8,2,4,2,7,2,6,0.555,111,6,19,16,22
6,2,0,4,4,5,7,7,2,3,2,4,3,6,5,8,2,4,4,10,0.44,88,12,17,11,11
2,8,2,2,7,4,12,4,3,2,6,6,9,3,8,4,1,8,9,2,0.51,102,13,13,11,12
2,3,6,7,7,6,6,5,3,5,2,2,2,3,5,6,3,6,4,2,0.425,85,10,10,19,13
7,1,5,3,6,3,5,8,4,3,7,6,5,6,3,6,3,1,3,3,0.44,88,9,16,12,19
9,4,7,4,3,12,5,5,9,8,2,4,4,2,8,4,6,6,2,7,0.555,111,6,19,15,16
7,6,4,7,2,5,2,4,6,7,7,6,5,6,2,3,1,9,1,7,0.485,97,4,15,16,14
2,5,2,3,4,6,9,6,6,4,2,4,6,1,6,5,6,4,2,3,0.43,86,7,9,11,12
9,6,4,3,12,8,7,6,7,5,4,5,1,8,3,3,8,4,4,4,0.555,111,7,20,20,15
6,6,5,6,6,8,3,10,7,3,4,3,4,4,6,5,2,5,4,4,0.505,101,9,16,15,18
4,9,4,8,4,3,4,2,7,3,8,4,4,6,5,5,4,6,2,4,0.48,96,7,15,15,10
7,5,1,3,6,6,9,4,4,5,5,7,5,6,9,4,5,4,8,1,0.52,104,12,22,14,12
2,7,1,5,1,4,3,8,4,3,6,6,3,3,6,5,4,3,7,4,0.425,85,12,11,9,15
3,3,4,7,6,7,6,2,5,2,5,3,7,3,5,7,6,7,7,3,0.49,98,14,11,15,9
3,4,8,3,4,6,7,7,4,4,6,6,5,4,3,5,7,2,6,3,0.485,97,11,10,11,21
6,2,3,9,5,3,5,3,5,4,3,7,7,6,4,3,4,3,8,5,0.475,95,11,16,18,13
6,2,2,6,4,4,5,2,10,1,9,6,5,5,4,7,8,3,4,10,0.515,103,11,15,11,10
9,4,7,7,3,4,9,4,9,7,4,5,4,4,3,7,5,5,10,3,0.565,113,17,16,17,16
2,6,6,7,7,5,6,6,8,10,5,5,5,5,7,4,6,6,4,1,0.555,111,8,14,24,17
4,5,6,6,6,3,4,2,5,9,7,4,3,8,6,4,8,1,4,2,0.485,97,8,18,21,12
5,4,4,2,9,5,8,4,2,1,4,6,4,6,5,5,7,6,3,3,0.465,93,8,16,12,14
7,6,6,3,2,9,6,7,7,6,7,4,4,5,4,4,9,2,2,12,0.56,112,6,16,11,17
2,7,6,6,7,1,6,4,12,9,4,8,6,3,4,4,5,6,4,5,0.545,109,8,9,22,18
4,6,4,4,1,6,1,7,7,5,3,5,2,1,5,8,3,3,6,2,0.415,83,14,10,10,16
5,2,6,7,5,5,6,7,5,2,2,4,7,1,6,3,3,4,4,3,0.435,87,7,12,14,17
5,4,3,6,8,2,8,2,4,2,4,6,3,4,2,10,5,3,2,3,0.43,86,12,11,16,11
3,1,9,10,6,5,8,5,4,7,7,2,8,2,5,3,3,6,2,5,0.505,101,5,10,23,16
7,8,2,6,4,7,7,4,6,5,5,4,3,5,6,7,8,6,7,1,0.54,108,14,18,15,10
4,5,9,3,9,4,11,10,5,8,0,7,7,5,10,2,3,3,4,7,0.58,116,6,19,20,26
2,5,5,3,7,5,4,3,6,3,8,6,6,8,5,5,2,7,4,6,0.5,100,9,15,13,14
7,5,5,5,9,8,8,8,5,3,5,5,3,8,5,6,4,4,9,6,0.59,118,15,20,17,18
0,4,2,7,5,6,7,2,5,3,5,6,8,9,8,5,2,1,5,3,0.465,93,10,17,15,10
5,4,3,6,3,3,6,5,5,9,3,3,5,1,5,5,1,5,8,5,0.45,90,13,11,18,11
3,3,10,4,3,7,4,3,0,5,4,6,5,3,5,3,7,8,3,3,0.445,89,6,11,12,19
7,6,5,7,7,4,5,6,3,9,7,5,6,7,4,6,4,5,2,3,0.54,108,8,18,23,16
8,3,5,9,2,6,6,5,4,4,3,12,6,4,8,5,6,3,6,2,0.535,107,11,20,15,22
2,1,4,5,3,8,7,8,8,1,5,5,6,5,8,3,6,3,6,6,0.5,100,9,15,9,17
8,7,6,6,2,2,10,6,5,9,6,3,4,3,5,6,3,7,4,4,0.53,106,10,16,17,15
6,9,3,7,10,7,4,6,0,10,4,4,4,2,4,2,5,2,7,1,0.485,97,9,12,27,13
7,10,3,6,6,4,7,4,5,10,4,8,4,5,4,3,2,6,11,1,0.55,110,14,16,22,15
2,5,3,4,5,3,4,6,7,2,3,2,4,4,6,5,3,3,5,11,0.435,87,10,12,11,11
3,2,5,6,4,11,13,6,4,3,1,6,5,5,3,7,7,3,5,3,0.51,102,12,11,13,17
2,3,2,6,9,5,4,3,3,5,6,4,8,4,7,4,3,8,3,2,0.455,91,7,13,20,9
5,2,7,2,4,3,1,5,7,1,2,4,11,4,3,3,5,9,10,7,0.475,95,13,12,7,16
1,3,7,7,9,5,3,5,4,8,7,9,4,4,4,7,10,5,5,7,0.57,114,12,9,24,21
7,2,4,3,4,3,7,4,2,7,4,6,8,5,2,1,5,3,4,3,0.42,84,5,14,14,14
6,5,5,9,3,2,4,4,3,9,3,0,5,1,8,5,5,1,8,5,0.455,91,13,15,21,9
3,5,3,7,1,1,7,6,6,7,8,8,6,3,6,5,2,10,6,5,0.525,105,11,12,15,17
3,7,1,1,8,4,6,9,7,6,1,3,5,5,4,2,3,2,7,7,0.455,91,9,12,15,13
5,8,5,5,4,8,3,2,5,4,6,3,4,5,10,3,7,5,6,5,0.515,103,9,20,13,10
9,3,1,7,5,2,5,5,2,5,2,1,7,9,6,5,7,2,4,8,0.475,95,9,24,17,7
8,6,3,2,3,4,9,9,2,6,4,4,5,3,11,7,5,4,6,10,0.555,111,13,22,11,16
13,3,7,8,2,4,8,4,5,10,7,6,5,11,2,3,1,6,6,5,0.58,116,9,26,20,17
5,7,7,2,8,5,1,4,9,3,6,4,1,5,11,4,1,4,3,4,0.47,94,7,21,13,15
7,5,3,2,5,7,8,4,2,6,6,5,6,7,3,3,6,3,7,6,0.505,101,10,17,13,12
8,3,7,4,4,4,7,4,6,4,6,2,3,4,4,4,4,7,3,1,0.445,89,7,16,12,13
8,6,4,3,6,3,7,5,3,4,7,5,5,4,4,7,1,7,2,6,0.485,97,9,16,13,14
3,7,2,7,8,4,9,2,5,5,3,6,5,1,10,6,1,5,8,7,0.52,104,14,14,20,10
6,6,6,7,7,4,5,6,5,7,3,4,4,10,5,5,4,6,9,7,0.58,116,14,21,21,16
7,3,8,6,1,5,3,5,7,7,0,6,3,9,4,4,5,5,5,5,0.49,98,9,20,14,19
9,4,5,5,7,7,3,1,3,5,3,6,7,8,8,8,5,7,4,4,0.545,109,12,25,17,12
7,3,4,4,3,8,10,6,5,7,8,4,5,3,8,7,6,9,6,3,0.58,116,13,18,14,14
9,6,8,6,5,4,1,5,8,4,3,13,7,5,4,1,8,5,4,2,0.54,108,5,18,15,26
7,7,7,5,2,5,4,8,5,6,7,4,3,7,4,4,5,7,4,6,0.535,107,8,18,13,19
3,4,7,3,6,2,7,10,1,7,3,1,7,8,4,8,6,11,2,11,0.555,111,10,15,16,18
9,6,3,4,7,6,8,4,5,8,4,5,6,4,3,4,7,4,4,2,0.515,103,8,16,19,12
5,4,6,1,2,8,5,9,1,7,5,5,2,4,4,2,3,4,7,8,0.46,92,9,13,10,20
5,4,3,3,7,7,8,6,8,10,3,2,6,8,2,7,4,5,12,4,0.57,114,19,15,20,11
10,3,7,6,9,10,4,6,9,10,9,7,6,6,6,6,7,2,5,3,0.655,131,11,22,25,20
3,7,4,5,7,9,7,6,3,7,4,3,7,2,4,5,1,2,10,6,0.51,102,15,9,19,13
4,1,5,3,4,5,4,3,10,3,1,5,3,2,2,2,2,10,6,12,0.435,87,8,8,10,13
7,3,6,5,7,5,6,1,6,2,10,6,1,1,8,10,5,5,6,5,0.525,105,16,16,14,13
10,4,1,2,6,4,3,4,5,4,4,6,5,2,2,4,4,8,5,5,0.44,88,9,14,12,11
4,4,5,4,5,5,5,6,9,4,6,6,5,6,5,5,7,2,5,10,0.54,108,10,15,13,17
5,4,6,12,2,3,3,4,4,3,8,6,4,5,6,5,5,5,5,3,0.49,98,10,16,17,16
7,4,5,10,5,4,7,4,7,3,4,6,3,4,6,5,3,2,2,7,0.49,98,7,17,18,15
6,3,5,5,5,2,4,2,7,2,10,5,5,6,3,4,10,3,5,4,0.48,96,9,15,12,12
3,9,3,6,2,9,5,2,7,3,7,2,6,6,10,10,5,5,3,10,0.565,113,13,19,11,7
5,3,5,5,4,2,8,6,3,5,5,4,6,4,9,8,5,5,7,8,0.535,107,15,18,14,15
7,5,0,2,5,3,7,6,6,5,6,4,3,3,5,5,2,4,8,6,0.46,92,13,15,12,10
4,5,2,6,4,5,6,4,2,3,9,8,8,5,5,9,4,5,7,4,0.525,105,16,14,13,14
5,4,4,8,4,5,4,5,6,4,6,2,9,3,3,3,4,1,5,6,0.455,91,8,11,16,11
4,2,6,4,6,6,5,5,4,4,6,7,6,5,3,10,6,6,6,9,0.55,110,16,12,14,18
4,5,8,6,9,3,6,3,7,4,4,5,5,5,8,9,3,9,10,2,0.575,115,19,17,19,16
3,6,2,1,2,4,2,4,2,6,5,8,7,5,7,9,4,4,6,6,0.465,93,15,15,9,14
4,4,7,6,4,5,4,7,7,4,3,5,7,4,1,5,5,5,5,2,0.47,94,10,9,14,19
3,7,3,7,7,3,5,2,2,3,4,4,5,7,10,6,7,3,5,8,0.505,101,11,20,17,9
4,6,4,6,4,3,7,7,2,11,7,7,7,3,2,3,5,5,7,4,0.52,104,10,9,21,18
0,7,8,4,5,3,7,7,6,2,1,4,4,4,4,6,7,3,3,2,0.435,87,9,8,11,19
5,6,6,8,3,6,3,5,7,5,3,7,6,6,3,1,6,4,2,10,0.51,102,3,14,16,18
3,6,4,5,4,7,2,5,3,5,4,7,7,8,3,5,3,11,3,4,0.495,99,8,14,14,16
6,5,5,6,5,6,3,5,7,8,4,4,5,4,7,4,6,4,3,3,0.5,100,7,17,19,14
2,4,4,5,3,10,5,6,2,5,5,7,3,5,7,7,1,7,5,3,0.48,96,12,14,13,17
2,6,6,6,4,2,5,2,6,3,3,9,6,2,8,5,1,3,7,3,0.445,89,12,12,13,17
4,1,7,2,7,4,6,4,4,9,2,3,3,4,5,1,5,4,4,4,0.415,83,5,13,18,14
4,4,7,2,5,6,3,6,3,3,5,6,5,8,10,6,9,6,6,5,0.545,109,12,22,10,19
7,4,1,4,3,6,5,1,4,10,5,6,1,4,9,6,5,4,1,9,0.475,95,7,20,17,8
8,4,1,3,3,5,8,4,2,6,10,7,5,5,3,8,7,3,6,10,0.54,108,14,16,12,12
8,4,2,4,4,1,8,3,3,3,4,8,8,4,7,4,2,6,6,3,0.46,92,10,19,11,13
4,6,5,9,4,5,8,4,7,5,2,3,3,5,5,6,6,4,7,6,0.52,104,13,14,18,12
4,6,13,6,0,5,5,1,8,4,4,2,3,0,6,5,7,6,2,5,0.46,92,7,10,10,16
4,8,7,3,6,8,9,9,7,7,5,5,5,7,0,4,4,2,5,3,0.54,108,9,11,16,21
5,6,4,5,8,6,4,1,9,7,2,9,6,8,3,3,5,2,4,8,0.525,105,7,16,20,14
2,4,6,4,5,5,4,9,5,9,2,1,3,8,1,6,0,6,6,7,0.465,93,12,11,18,16
5,4,1,6,8,2,6,3,2,6,8,7,4,11,6,3,3,7,11,5,0.54,108,14,22,20,11
4,7,2,5,3,2,2,8,5,7,7,7,5,6,7,3,4,2,4,4,0.47,94,7,17,15,17
5,0,8,3,1,4,8,5,7,4,4,6,7,4,3,8,7,5,2,2,0.465,93,10,12,8,19
6,1,6,2,3,1,6,4,10,6,5,3,5,4,4,4,5,3,6,7,0.455,91,10,14,11,13
3,1,5,7,6,6,8,12,4,3,1,6,4,6,7,7,8,2,6,4,0.53,106,13,16,16,23
9,4,8,5,4,5,4,5,5,4,4,5,3,7,5,5,4,3,6,4,0.495,99,11,21,13,18
6,7,5,5,5,8,6,8,7,5,8,7,6,5,10,2,7,6,5,3,0.605,121,7,21,15,20
8,4,7,6,4,3,6,4,5,6,7,10,5,10,7,5,3,5,6,6,0.585,117,11,25,16,21
1,7,5,6,5,4,0,6,2,10,9,6,6,4,5,11,6,7,4,6,0.55,110,15,10,21,17
6,7,9,3,3,8,5,9,2,4,6,3,6,7,5,9,6,8,4,7,0.585,117,13,18,10,21
5,4,5,8,3,9,7,3,3,11,2,9,6,6,1,3,3,6,2,5,0.505,101,5,12,22,17
6,5,2,8,2,4,6,10,6,9,5,6,2,6,6,5,6,6,10,7,0.585,117,15,18,19,18
9,9,4,4,2,4,5,6,4,3,6,3,9,4,10,7,3,5,10,6,0.565,113,17,23,9,13
5,4,7,4,6,6,2,1,5,8,5,4,7,3,3,8,6,2,7,3,0.48,96,15,11,18,12
3,5,4,4,2,2,1,1,5,9,6,10,3,8,3,5,5,5,5,6,0.46,92,10,14,15,15
4,6,3,6,6,3,6,1,4,7,6,4,5,5,6,9,8,3,4,2,0.49,98,13,15,19,8
3,4,5,3,6,5,4,5,7,4,3,5,9,6,5,4,1,5,5,5,0.47,94,9,14,13,15
3,3,6,6,5,2,7,2,7,7,8,4,0,6,7,6,9,5,8,4,0.525,105,14,16,18,12
5,4,1,5,9,5,6,5,4,2,4,3,7,8,7,5,4,8,6,6,0.52,104,11,20,16,9
6,3,1,4,4,3,4,8,7,2,5,10,4,5,5,2,3,4,6,7,0.465,93,8,16,10,19
3,5,4,3,3,4,6,9,6,7,2,3,5,4,5,3,3,6,5,5,0.455,91,8,12,13,16
3,7,3,5,2,1,6,8,5,3,2,4,4,7,5,3,4,5,6,4,0.435,87,9,15,10,15
5,3,6,8,10,6,8,8,5,1,5,8,6,8,4,7,8,5,6,3,0.6,120,13,17,19,22
3,5,6,3,3,10,3,7,3,6,7,1,5,3,3,3,6,8,8,5,0.49,98,11,9,12,14
